number	annpre_mean	coeff_var		
9258	65.00	21.00
9262	65.00	22.00
9263	65.00	19.00
9264	65.00	28.00
9298	65.00	4.00
9300	65.00	7.00
9302	65.00	15.00
9303	65.00	2.00
9305	65.00	14.00
9306	65.00	6.00
9307	65.00	11.00
9308	65.00	19.00
9310	65.00	24.00
9311	65.00	12.00
9312	65.00	15.00
9326	65.00	25.00
9337	65.00	26.00
9340	65.00	30.00
9341	65.00	26.00
9345	65.00	14.00
9346	65.00	16.00
9347	65.00	24.00
9381	65.00	4.00
9385	65.00	6.00
9386	65.00	2.00
9388	65.00	14.00
9389	65.00	14.00
9390	65.00	11.00
9391	65.00	20.00
9392	65.00	20.00
9393	65.00	21.00
9394	65.00	12.00
9395	65.00	17.00
9396	65.00	20.00
9407	65.00	21.00
9408	65.00	27.00
9409	65.00	31.00
9420	65.00	27.00
9422	65.00	27.00
9423	65.00	30.00
9424	65.00	17.00
9427	65.00	16.00
9428	65.00	15.00
9429	65.00	16.00
9430	65.00	26.00
9463	65.00	10.00
9464	65.00	2.00
9465	65.00	10.00
9469	65.00	3.00
9470	65.00	3.00
9471	65.00	19.00
9472	65.00	14.00
9473	65.00	17.00
9474	65.00	21.00
9475	65.00	19.00
9476	65.00	17.00
9477	65.00	13.00
9478	65.00	15.00
9479	65.00	21.00
9488	65.00	20.00
9489	65.00	29.00
9490	65.00	37.00
9492	65.00	35.00
9502	65.00	20.00
9503	65.00	26.00
9505	65.00	27.00
9506	65.00	30.00
9509	65.00	24.00
9510	65.00	5.00
9511	65.00	21.00
9512	65.00	20.00
9546	65.00	3.00
9547	65.00	2.00
9548	65.00	13.00
9549	65.00	6.00
9552	65.00	8.00
9553	65.00	3.00
9554	65.00	3.00
9555	65.00	14.00
9556	65.00	24.00
9557	65.00	21.00
9559	65.00	17.00
9560	65.00	14.00
9571	65.00	20.00
9575	65.00	35.00
9585	65.00	25.00
9586	65.00	26.00
9587	65.00	27.00
9588	65.00	27.00
9589	65.00	28.00
9592	65.00	24.00
9593	65.00	8.00
9594	65.00	21.00
9595	65.00	23.00
9629	65.00	1.00
9630	65.00	6.00
9631	65.00	11.00
9632	65.00	7.00
9635	65.00	13.00
9636	65.00	5.00
9637	65.00	7.00
9638	65.00	15.00
9639	65.00	25.00
9640	65.00	17.00
9641	65.00	27.00
9642	65.00	18.00
9643	65.00	18.00
9644	65.00	18.00
9654	65.00	27.00
9658	65.00	32.00
9668	65.00	27.00
9669	65.00	24.00
9670	65.00	31.00
9671	65.00	29.00
9672	65.00	22.00
9674	65.00	27.00
9675	65.00	32.00
9676	65.00	8.00
9677	65.00	20.00
9678	65.00	23.00
9712	65.00	1.00
9713	65.00	10.00
9714	65.00	11.00
9715	65.00	6.00
9720	65.00	7.00
9721	65.00	17.00
9722	65.00	25.00
9723	65.00	21.00
9724	65.00	27.00
9725	65.00	25.00
9726	65.00	18.00
9727	65.00	17.00
9737	65.00	24.00
9741	65.00	35.00
9751	65.00	27.00
9752	65.00	23.00
9753	65.00	31.00
9754	65.00	26.00
9757	65.00	27.00
9759	65.00	11.00
9760	65.00	17.00
9761	65.00	19.00
9795	65.00	8.00
9796	65.00	8.00
9797	65.00	2.00
9798	65.00	6.00
9803	65.00	18.00
9804	65.00	20.00
9805	65.00	23.00
9806	65.00	24.00
9807	65.00	23.00
9808	65.00	15.00
9809	65.00	22.00
9810	65.00	15.00
9819	65.00	26.00
9823	65.00	30.00
9824	65.00	35.00
9834	65.00	24.00
9835	65.00	21.00
9836	65.00	29.00
9837	65.00	24.00
9839	65.00	19.00
9842	65.00	6.00
9843	65.00	17.00
9878	65.00	13.00
9879	65.00	8.00
9880	65.00	1.00
9881	65.00	6.00
9888	65.00	22.00
9889	65.00	24.00
9890	65.00	20.00
9891	65.00	15.00
9892	65.00	21.00
9893	65.00	15.00
9902	65.00	20.00
9906	65.00	35.00
9907	65.00	34.00
9916	65.00	26.00
9918	65.00	21.00
9919	65.00	25.00
9920	65.00	24.00
9921	65.00	19.00
9922	65.00	19.00
9923	65.00	25.00
9924	65.00	20.00
9961	65.00	4.00
9962	65.00	4.00
9963	65.00	2.00
9964	65.00	3.00
9971	65.00	23.00
9972	65.00	19.00
9973	65.00	23.00
9974	65.00	14.00
9985	65.00	28.00
9989	65.00	35.00
9990	65.00	38.00
10003	65.00	20.00
10004	65.00	35.00
10005	65.00	25.00
10006	65.00	25.00
10007	65.00	17.00
10045	65.00	6.00
10046	65.00	2.00
10047	65.00	8.00
10055	65.00	27.00
10056	65.00	23.00
10057	65.00	12.00
10068	65.00	28.00
10071	65.00	29.00
10072	65.00	31.00
10085	65.00	24.00
10086	65.00	16.00
10087	65.00	35.00
10088	65.00	25.00
10128	65.00	2.00
10129	65.00	6.00
10130	65.00	4.00
10138	65.00	23.00
10151	65.00	26.00
10154	65.00	29.00
10155	65.00	28.00
10168	65.00	21.00
10169	65.00	19.00
10170	65.00	26.00
10211	65.00	2.00
10212	65.00	9.00
10213	65.00	4.00
10224	65.00	15.00
10234	65.00	18.00
10236	65.00	22.00
10237	65.00	28.00
10238	65.00	36.00
10250	65.00	33.00
10251	65.00	15.00
10252	65.00	19.00
10253	65.00	16.00
10294	65.00	8.00
10295	65.00	11.00
10296	65.00	0.00
10307	65.00	20.00
10317	65.00	22.00
10318	65.00	26.00
10319	65.00	22.00
10320	65.00	30.00
10333	65.00	15.00
10334	65.00	19.00
10335	65.00	15.00
10378	65.00	11.00
10379	65.00	8.00
10401	65.00	25.00
10402	65.00	19.00
10416	65.00	17.00
10417	65.00	19.00
10418	65.00	15.00
10462	65.00	2.00
10499	65.00	24.00
10500	65.00	23.00
10545	65.00	2.00
10546	65.00	0.00
10582	65.00	24.00
10583	65.00	25.00
10625	65.00	17.00
10626	65.00	19.00
10627	65.00	8.00
10628	65.00	6.00
10629	65.00	6.00
10630	65.00	6.00
10665	65.00	26.00
10666	65.00	25.00
10708	65.00	17.00
10709	65.00	16.00
10710	65.00	8.00
10711	65.00	10.00
10712	65.00	6.00
10713	65.00	7.00
10748	65.00	31.00
10749	65.00	25.00
10791	65.00	15.00
10792	65.00	16.00
10793	65.00	12.00
10794	65.00	15.00
10831	65.00	28.00
10832	65.00	27.00
10874	65.00	15.00
10875	65.00	16.00
10876	65.00	16.00
10877	65.00	15.00
10914	65.00	28.00
10957	65.00	11.00
10958	65.00	12.00
10959	65.00	19.00
10997	65.00	24.00
11041	65.00	21.00
11042	65.00	23.00
11080	65.00	22.00
11124	65.00	17.00
11125	65.00	23.00
11163	65.00	22.00
11206	65.00	11.00
11207	65.00	16.00
11237	65.00	30.00
11246	65.00	20.00
11289	65.00	11.00
11290	65.00	16.00
11317	65.00	29.00
11318	65.00	21.00
11319	65.00	31.00
11320	65.00	28.00
11321	65.00	31.00
11329	65.00	11.00
11373	65.00	12.00
11399	65.00	23.00
11400	65.00	27.00
11401	65.00	25.00
11402	65.00	26.00
11404	65.00	29.00
11405	65.00	19.00
11406	65.00	20.00
11412	65.00	9.00
11456	65.00	10.00
11482	65.00	23.00
11483	65.00	23.00
11484	65.00	25.00
11488	65.00	17.00
11489	65.00	20.00
11495	65.00	9.00
11565	65.00	32.00
11566	65.00	19.00
11572	65.00	20.00
11573	65.00	16.00
11574	65.00	25.00
11578	65.00	14.00
11648	65.00	19.00
11655	65.00	11.00
11656	65.00	13.00
11657	65.00	16.00
11661	65.00	5.00
11731	65.00	19.00
11738	65.00	11.00
11739	65.00	13.00
11740	65.00	12.00
11741	65.00	4.00
11744	65.00	0.00
11814	65.00	19.00
11822	65.00	11.00
11824	65.00	15.00
11825	65.00	0.00
11827	65.00	0.00
11896	65.00	22.00
11897	65.00	22.00
11908	65.00	6.00
11909	65.00	1.00
11910	65.00	5.00
11979	65.00	22.00
11992	65.00	1.00
11993	65.00	8.00
12062	65.00	24.00
12075	65.00	1.00
12076	65.00	10.00
12145	65.00	20.00
12158	65.00	2.00
12159	65.00	10.00
12228	65.00	26.00
12311	65.00	26.00
12394	65.00	25.00
12477	65.00	18.00
12560	65.00	21.00
12642	65.00	23.00
12725	65.00	25.00
12808	65.00	25.00
12891	65.00	26.00
12974	65.00	24.00
13057	65.00	21.00
13140	65.00	21.00
13305	65.00	24.00
13388	65.00	15.00
13471	65.00	23.00
13553	65.00	18.00
13554	65.00	21.00
13636	65.00	19.00
13637	65.00	21.00
13719	65.00	21.00
13720	65.00	30.00
13802	65.00	21.00
13803	65.00	25.00
13884	65.00	28.00
13885	65.00	27.00
13886	65.00	25.00
13967	65.00	28.00
13968	65.00	26.00
14050	65.00	29.00
14051	65.00	32.00
14132	65.00	38.00
14133	65.00	29.00
14134	65.00	32.00
14215	65.00	36.00
14216	65.00	27.00
14217	65.00	29.00
14297	65.00	31.00
14298	65.00	29.00
14299	65.00	27.00
14300	65.00	24.00
14380	65.00	34.00
14381	65.00	29.00
14382	65.00	25.00
14458	65.00	21.00
14459	65.00	18.00
14463	65.00	30.00
14464	65.00	29.00
14465	65.00	25.00
14541	65.00	21.00
14542	65.00	19.00
14546	65.00	21.00
14547	65.00	28.00
14548	65.00	24.00
14624	65.00	23.00
14625	65.00	21.00
14629	65.00	21.00
14630	65.00	25.00
14631	65.00	24.00
14692	65.00	15.00
14707	65.00	22.00
14708	65.00	21.00
14709	65.00	13.00
14712	65.00	21.00
14713	65.00	24.00
14714	65.00	25.00
14775	65.00	13.00
14776	65.00	16.00
14790	65.00	23.00
14791	65.00	22.00
14792	65.00	13.00
14794	65.00	19.00
14795	65.00	25.00
14796	65.00	24.00
14797	65.00	24.00
14858	65.00	13.00
14859	65.00	15.00
14873	65.00	23.00
14874	65.00	16.00
14875	65.00	8.00
14877	65.00	18.00
14878	65.00	21.00
14879	65.00	23.00
14880	65.00	24.00
14941	65.00	13.00
14942	65.00	17.00
14955	65.00	23.00
14956	65.00	22.00
14957	65.00	15.00
14958	65.00	12.00
14959	65.00	10.00
14960	65.00	22.00
14961	65.00	21.00
14962	65.00	21.00
14963	65.00	24.00
15024	65.00	16.00
15025	65.00	17.00
15026	65.00	4.00
15037	65.00	17.00
15038	65.00	23.00
15039	65.00	19.00
15040	65.00	15.00
15041	65.00	12.00
15042	65.00	10.00
15043	65.00	20.00
15045	65.00	24.00
15107	65.00	15.00
15108	65.00	10.00
15109	65.00	4.00
15120	65.00	16.00
15121	65.00	21.00
15124	65.00	12.00
15125	65.00	16.00
15126	65.00	20.00
15128	65.00	24.00
15190	65.00	15.00
15191	65.00	6.00
15192	65.00	3.00
15202	65.00	20.00
15203	65.00	16.00
15207	65.00	14.00
15208	65.00	19.00
15211	65.00	26.00
15273	65.00	13.00
15274	65.00	8.00
15275	65.00	0.00
15285	65.00	16.00
15286	65.00	18.00
15290	65.00	16.00
15291	65.00	19.00
15294	65.00	24.00
15357	65.00	8.00
15358	65.00	2.00
15367	65.00	15.00
15368	65.00	16.00
15373	65.00	6.00
15374	65.00	20.00
15440	65.00	10.00
15441	65.00	6.00
15450	65.00	9.00
15451	65.00	17.00
15452	65.00	18.00
15456	65.00	6.00
15457	65.00	9.00
15523	65.00	7.00
15524	65.00	6.00
15532	65.00	4.00
15533	65.00	9.00
15534	65.00	14.00
15535	65.00	18.00
15607	65.00	4.00
15614	65.00	14.00
15615	65.00	7.00
15616	65.00	7.00
15617	65.00	18.00
15618	65.00	18.00
15689	65.00	10.00
15690	65.00	6.00
15691	65.00	0.00
15698	65.00	7.00
15699	65.00	10.00
15700	65.00	18.00
15701	65.00	23.00
15772	65.00	12.00
15773	65.00	9.00
15774	65.00	4.00
15781	65.00	10.00
15782	65.00	11.00
15783	65.00	21.00
15784	65.00	13.00
15856	65.00	9.00
15857	65.00	3.00
15864	65.00	2.00
15865	65.00	11.00
15866	65.00	16.00
15867	65.00	13.00
15939	65.00	13.00
15940	65.00	13.00
15947	65.00	4.00
15948	65.00	4.00
15949	65.00	12.00
16022	65.00	17.00
16030	65.00	4.00
16031	65.00	6.00
16032	65.00	12.00
16104	65.00	18.00
16105	65.00	22.00
16113	65.00	20.00
16114	65.00	4.00
16115	65.00	3.00
16186	65.00	18.00
16187	65.00	16.00
16188	65.00	22.00
16195	65.00	6.00
16196	65.00	9.00
16197	65.00	4.00
16269	65.00	8.00
16270	65.00	16.00
16271	65.00	19.00
16277	65.00	3.00
16278	65.00	6.00
16279	65.00	13.00
16280	65.00	5.00
16353	65.00	16.00
16354	65.00	12.00
16360	65.00	12.00
16361	65.00	10.00
16362	65.00	13.00
16363	65.00	14.00
16436	65.00	3.00
16437	65.00	6.00
16444	65.00	8.00
16445	65.00	16.00
16446	65.00	22.00
16519	65.00	0.00
16520	65.00	6.00
16521	65.00	0.00
16526	65.00	12.00
16527	65.00	9.00
16528	65.00	16.00
16529	65.00	22.00
16603	65.00	0.00
16604	65.00	0.00
16609	65.00	13.00
16610	65.00	9.00
16611	65.00	20.00
16612	65.00	19.00
16686	65.00	0.00
16687	65.00	0.00
16692	65.00	17.00
16693	65.00	18.00
16694	65.00	20.00
16695	65.00	23.00
16770	65.00	0.00
16771	65.00	0.00
16775	65.00	17.00
16776	65.00	29.00
16777	65.00	25.00
16853	65.00	0.00
16854	65.00	0.00
16858	65.00	27.00
16859	65.00	28.00
16860	65.00	24.00
16936	65.00	3.00
16937	65.00	0.00
16941	65.00	33.00
16942	65.00	28.00
16943	65.00	25.00
17020	65.00	2.00
17021	65.00	1.00
17024	65.00	18.00
17025	65.00	24.00
17026	65.00	22.00
17103	65.00	1.00
17104	65.00	0.00
17105	65.00	2.00
17106	65.00	13.00
17107	65.00	18.00
17108	65.00	21.00
17109	65.00	22.00
17186	65.00	1.00
17187	65.00	0.00
17188	65.00	3.00
17189	65.00	14.00
17190	65.00	21.00
17191	65.00	16.00
17192	65.00	25.00
17269	65.00	3.00
17270	65.00	0.00
17271	65.00	2.00
17272	65.00	14.00
17273	65.00	20.00
17274	65.00	16.00
17275	65.00	22.00
17353	65.00	3.00
17354	65.00	3.00
17355	65.00	6.00
17356	65.00	20.00
17357	65.00	23.00
17436	65.00	0.00
17437	65.00	3.00
17438	65.00	10.00
17439	65.00	20.00
17440	65.00	24.00
17520	65.00	0.00
17521	65.00	7.00
17522	65.00	20.00
17523	65.00	24.00
17603	65.00	0.00
17604	65.00	7.00
17605	65.00	22.00
17687	65.00	7.00
17688	65.00	16.00
30	75.00	31.00
113	75.00	31.00
196	75.00	25.00
612	75.00	26.00
779	75.00	30.00
862	75.00	26.00
1195	75.00	30.00
1297	75.00	19.00
1298	75.00	22.00
1379	75.00	15.00
1380	75.00	22.00
1381	75.00	25.00
1461	75.00	20.00
1462	75.00	17.00
1463	75.00	22.00
1464	75.00	25.00
1465	75.00	27.00
1527	75.00	24.00
1528	75.00	24.00
1529	75.00	24.00
1542	75.00	25.00
1543	75.00	21.00
1544	75.00	22.00
1545	75.00	17.00
1546	75.00	17.00
1547	75.00	18.00
1613	75.00	26.00
1626	75.00	24.00
1627	75.00	28.00
1628	75.00	18.00
1629	75.00	13.00
1630	75.00	18.00
1643	75.00	12.00
1648	75.00	21.00
1709	75.00	26.00
1710	75.00	28.00
1711	75.00	19.00
1712	75.00	13.00
1713	75.00	18.00
1714	75.00	20.00
1715	75.00	21.00
1726	75.00	10.00
1730	75.00	14.00
1731	75.00	16.00
1732	75.00	14.00
1733	75.00	28.00
1792	75.00	27.00
1793	75.00	26.00
1794	75.00	28.00
1798	75.00	22.00
1799	75.00	31.00
1806	75.00	17.00
1807	75.00	18.00
1808	75.00	18.00
1809	75.00	10.00
1810	75.00	26.00
1812	75.00	29.00
1813	75.00	14.00
1814	75.00	17.00
1815	75.00	14.00
1875	75.00	27.00
1881	75.00	22.00
1888	75.00	12.00
1889	75.00	17.00
1890	75.00	12.00
1891	75.00	18.00
1892	75.00	4.00
1893	75.00	26.00
1894	75.00	24.00
1895	75.00	29.00
1896	75.00	13.00
1898	75.00	16.00
1964	75.00	26.00
1971	75.00	9.00
1972	75.00	11.00
1973	75.00	9.00
1974	75.00	12.00
1978	75.00	19.00
1979	75.00	17.00
1980	75.00	19.00
1981	75.00	28.00
2047	75.00	25.00
2054	75.00	9.00
2055	75.00	9.00
2056	75.00	9.00
2057	75.00	9.00
2062	75.00	17.00
2109	75.00	20.00
2137	75.00	12.00
2138	75.00	18.00
2139	75.00	2.00
2140	75.00	2.00
2143	75.00	16.00
2145	75.00	24.00
2191	75.00	20.00
2210	75.00	21.00
2220	75.00	10.00
2221	75.00	18.00
2222	75.00	12.00
2223	75.00	2.00
2224	75.00	8.00
2225	75.00	29.00
2227	75.00	26.00
2228	75.00	26.00
2293	75.00	23.00
2303	75.00	8.00
2304	75.00	16.00
2305	75.00	16.00
2306	75.00	12.00
2307	75.00	7.00
2311	75.00	19.00
2376	75.00	23.00
2386	75.00	8.00
2387	75.00	13.00
2388	75.00	16.00
2389	75.00	16.00
2390	75.00	7.00
2394	75.00	19.00
2439	75.00	23.00
2459	75.00	23.00
2470	75.00	5.00
2471	75.00	19.00
2472	75.00	19.00
2473	75.00	19.00
2474	75.00	19.00
2475	75.00	25.00
2522	75.00	23.00
2542	75.00	24.00
2553	75.00	5.00
2556	75.00	14.00
2557	75.00	19.00
2558	75.00	22.00
2625	75.00	24.00
2628	75.00	22.00
2636	75.00	6.00
2639	75.00	14.00
2640	75.00	13.00
2641	75.00	22.00
2687	75.00	26.00
2707	75.00	21.00
2719	75.00	2.00
2720	75.00	10.00
2723	75.00	18.00
2724	75.00	25.00
2770	75.00	26.00
2790	75.00	21.00
2802	75.00	2.00
2803	75.00	22.00
2804	75.00	10.00
2807	75.00	29.00
2885	75.00	13.00
2886	75.00	24.00
2887	75.00	22.00
2890	75.00	25.00
2955	75.00	24.00
2968	75.00	25.00
2969	75.00	24.00
3037	75.00	19.00
3038	75.00	22.00
3044	75.00	27.00
3051	75.00	26.00
3101	75.00	24.00
3120	75.00	19.00
3127	75.00	24.00
3134	75.00	26.00
3184	75.00	24.00
3203	75.00	20.00
3267	75.00	17.00
3286	75.00	18.00
3350	75.00	33.00
3369	75.00	18.00
3433	75.00	33.00
3534	75.00	21.00
3541	75.00	28.00
3617	75.00	24.00
3700	75.00	27.00
3782	75.00	24.00
3789	75.00	25.00
3865	75.00	21.00
3872	75.00	25.00
3948	75.00	27.00
4030	75.00	21.00
4037	75.00	28.00
4067	75.00	21.00
4113	75.00	29.00
4120	75.00	27.00
4150	75.00	20.00
4179	75.00	38.00
4195	75.00	32.00
4203	75.00	26.00
4233	75.00	20.00
4262	75.00	38.00
4278	75.00	22.00
4286	75.00	34.00
4360	75.00	29.00
4427	75.00	19.00
4442	75.00	19.00
4453	75.00	22.00
4482	75.00	34.00
4524	75.00	22.00
4536	75.00	20.00
4565	75.00	29.00
4606	75.00	25.00
4619	75.00	19.00
4648	75.00	28.00
4702	75.00	21.00
4730	75.00	25.00
4731	75.00	35.00
4771	75.00	20.00
4785	75.00	21.00
4786	75.00	27.00
4813	75.00	29.00
4814	75.00	35.00
4840	75.00	19.00
4853	75.00	28.00
4869	75.00	27.00
4896	75.00	29.00
4897	75.00	30.00
4923	75.00	17.00
4935	75.00	16.00
4969	75.00	29.00
4978	75.00	28.00
4979	75.00	35.00
4980	75.00	35.00
5034	75.00	29.00
5051	75.00	31.00
5052	75.00	29.00
5053	75.00	28.00
5060	75.00	33.00
5061	75.00	28.00
5062	75.00	33.00
5088	75.00	23.00
5116	75.00	27.00
5117	75.00	29.00
5123	75.00	22.00
5134	75.00	31.00
5135	75.00	32.00
5136	75.00	28.00
5142	75.00	30.00
5143	75.00	27.00
5144	75.00	28.00
5171	75.00	23.00
5198	75.00	26.00
5199	75.00	32.00
5200	75.00	27.00
5203	75.00	18.00
5206	75.00	13.00
5216	75.00	36.00
5225	75.00	25.00
5226	75.00	27.00
5254	75.00	19.00
5265	75.00	18.00
5280	75.00	26.00
5281	75.00	24.00
5282	75.00	32.00
5289	75.00	10.00
5298	75.00	32.00
5299	75.00	36.00
5303	75.00	30.00
5308	75.00	17.00
5309	75.00	24.00
5312	75.00	19.00
5336	75.00	23.00
5337	75.00	22.00
5363	75.00	23.00
5364	75.00	24.00
5369	75.00	6.00
5372	75.00	10.00
5381	75.00	28.00
5386	75.00	39.00
5391	75.00	17.00
5392	75.00	20.00
5393	75.00	21.00
5394	75.00	29.00
5395	75.00	20.00
5419	75.00	25.00
5445	75.00	26.00
5446	75.00	23.00
5447	75.00	26.00
5452	75.00	12.00
5455	75.00	16.00
5464	75.00	28.00
5469	75.00	39.00
5474	75.00	19.00
5475	75.00	26.00
5476	75.00	27.00
5477	75.00	29.00
5478	75.00	23.00
5502	75.00	21.00
5503	75.00	24.00
5528	75.00	17.00
5529	75.00	23.00
5536	75.00	16.00
5538	75.00	26.00
5547	75.00	28.00
5548	75.00	26.00
5553	75.00	26.00
5558	75.00	26.00
5559	75.00	26.00
5585	75.00	18.00
5586	75.00	23.00
5594	75.00	19.00
5611	75.00	15.00
5612	75.00	26.00
5620	75.00	19.00
5621	75.00	21.00
5622	75.00	19.00
5630	75.00	32.00
5631	75.00	26.00
5636	75.00	26.00
5668	75.00	18.00
5669	75.00	17.00
5675	75.00	20.00
5676	75.00	18.00
5693	75.00	26.00
5694	75.00	15.00
5703	75.00	25.00
5704	75.00	21.00
5705	75.00	26.00
5713	75.00	31.00
5714	75.00	28.00
5719	75.00	26.00
5751	75.00	15.00
5752	75.00	5.00
5757	75.00	27.00
5776	75.00	20.00
5777	75.00	21.00
5786	75.00	8.00
5787	75.00	16.00
5788	75.00	26.00
5796	75.00	31.00
5797	75.00	27.00
5803	75.00	23.00
5835	75.00	5.00
5839	75.00	29.00
5859	75.00	20.00
5879	75.00	26.00
5880	75.00	27.00
5886	75.00	23.00
5905	75.00	19.00
5906	75.00	14.00
5918	75.00	11.00
5922	75.00	22.00
5942	75.00	29.00
5963	75.00	30.00
5969	75.00	16.00
5970	75.00	14.00
5988	75.00	23.00
5989	75.00	21.00
6001	75.00	19.00
6002	75.00	18.00
6004	75.00	31.00
6046	75.00	38.00
6052	75.00	21.00
6053	75.00	21.00
6070	75.00	8.00
6071	75.00	13.00
6073	75.00	9.00
6085	75.00	18.00
6107	75.00	29.00
6130	75.00	28.00
6135	75.00	21.00
6153	75.00	10.00
6156	75.00	11.00
6168	75.00	20.00
6169	75.00	23.00
6190	75.00	31.00
6213	75.00	31.00
6217	75.00	17.00
6218	75.00	17.00
6236	75.00	13.00
6239	75.00	11.00
6251	75.00	20.00
6252	75.00	18.00
6253	75.00	21.00
6273	75.00	24.00
6296	75.00	31.00
6299	75.00	23.00
6300	75.00	17.00
6313	75.00	24.00
6314	75.00	18.00
6318	75.00	5.00
6319	75.00	17.00
6322	75.00	3.00
6323	75.00	11.00
6355	75.00	22.00
6366	75.00	29.00
6378	75.00	36.00
6379	75.00	18.00
6382	75.00	26.00
6394	75.00	19.00
6395	75.00	22.00
6396	75.00	24.00
6397	75.00	19.00
6398	75.00	19.00
6399	75.00	26.00
6400	75.00	22.00
6401	75.00	16.00
6402	75.00	17.00
6406	75.00	11.00
6407	75.00	22.00
6438	75.00	23.00
6448	75.00	15.00
6461	75.00	36.00
6464	75.00	34.00
6465	75.00	26.00
6477	75.00	23.00
6478	75.00	23.00
6479	75.00	24.00
6480	75.00	18.00
6481	75.00	25.00
6482	75.00	26.00
6483	75.00	17.00
6484	75.00	14.00
6485	75.00	17.00
6490	75.00	28.00
6521	75.00	23.00
6530	75.00	18.00
6531	75.00	13.00
6544	75.00	33.00
6547	75.00	29.00
6561	75.00	23.00
6562	75.00	22.00
6563	75.00	18.00
6564	75.00	25.00
6565	75.00	26.00
6566	75.00	19.00
6567	75.00	14.00
6568	75.00	20.00
6573	75.00	27.00
6574	75.00	21.00
6604	75.00	19.00
6613	75.00	18.00
6614	75.00	24.00
6616	75.00	27.00
6627	75.00	18.00
6628	75.00	12.00
6629	75.00	30.00
6630	75.00	29.00
6644	75.00	22.00
6645	75.00	24.00
6649	75.00	22.00
6650	75.00	16.00
6651	75.00	27.00
6656	75.00	27.00
6657	75.00	21.00
6687	75.00	22.00
6694	75.00	25.00
6695	75.00	18.00
6696	75.00	18.00
6697	75.00	22.00
6698	75.00	17.00
6699	75.00	27.00
6710	75.00	11.00
6711	75.00	12.00
6712	75.00	23.00
6727	75.00	21.00
6733	75.00	21.00
6734	75.00	27.00
6739	75.00	23.00
6740	75.00	22.00
6769	75.00	23.00
6770	75.00	22.00
6776	75.00	18.00
6777	75.00	25.00
6780	75.00	22.00
6793	75.00	11.00
6794	75.00	20.00
6810	75.00	24.00
6822	75.00	19.00
6823	75.00	22.00
6824	75.00	11.00
6852	75.00	19.00
6856	75.00	25.00
6857	75.00	25.00
6858	75.00	18.00
6859	75.00	17.00
6893	75.00	24.00
6905	75.00	19.00
6906	75.00	19.00
6907	75.00	21.00
6934	75.00	20.00
6935	75.00	19.00
6938	75.00	26.00
6939	75.00	25.00
6940	75.00	26.00
6941	75.00	18.00
6975	75.00	29.00
6976	75.00	29.00
6988	75.00	7.00
6989	75.00	13.00
6990	75.00	21.00
7018	75.00	20.00
7019	75.00	18.00
7020	75.00	14.00
7021	75.00	28.00
7022	75.00	26.00
7024	75.00	31.00
7058	75.00	29.00
7059	75.00	30.00
7072	75.00	9.00
7073	75.00	13.00
7101	75.00	17.00
7102	75.00	18.00
7103	75.00	15.00
7104	75.00	28.00
7105	75.00	25.00
7107	75.00	27.00
7108	75.00	22.00
7114	75.00	31.00
7140	75.00	27.00
7141	75.00	24.00
7142	75.00	29.00
7155	75.00	9.00
7156	75.00	7.00
7159	75.00	5.00
7184	75.00	21.00
7185	75.00	19.00
7186	75.00	20.00
7187	75.00	21.00
7188	75.00	23.00
7189	75.00	27.00
7190	75.00	26.00
7197	75.00	23.00
7222	75.00	32.00
7223	75.00	27.00
7224	75.00	24.00
7238	75.00	15.00
7239	75.00	14.00
7242	75.00	7.00
7268	75.00	19.00
7271	75.00	23.00
7272	75.00	28.00
7273	75.00	26.00
7280	75.00	21.00
7305	75.00	32.00
7306	75.00	31.00
7307	75.00	28.00
7322	75.00	14.00
7324	75.00	25.00
7336	75.00	30.00
7337	75.00	28.00
7388	75.00	32.00
7390	75.00	28.00
7404	75.00	23.00
7405	75.00	14.00
7406	75.00	22.00
7420	75.00	28.00
7446	75.00	22.00
7487	75.00	16.00
7488	75.00	17.00
7489	75.00	22.00
7500	75.00	20.00
7501	75.00	28.00
7529	75.00	20.00
7554	75.00	25.00
7555	75.00	22.00
7570	75.00	11.00
7571	75.00	17.00
7572	75.00	25.00
7583	75.00	20.00
7584	75.00	20.00
7637	75.00	26.00
7638	75.00	24.00
7647	75.00	19.00
7648	75.00	19.00
7649	75.00	30.00
7653	75.00	20.00
7654	75.00	12.00
7655	75.00	16.00
7656	75.00	15.00
7666	75.00	21.00
7667	75.00	17.00
7688	75.00	16.00
7720	75.00	26.00
7729	75.00	8.00
7730	75.00	19.00
7731	75.00	20.00
7732	75.00	30.00
7733	75.00	19.00
7734	75.00	14.00
7735	75.00	16.00
7736	75.00	20.00
7737	75.00	18.00
7751	75.00	26.00
7771	75.00	19.00
7777	75.00	20.00
7803	75.00	26.00
7812	75.00	12.00
7813	75.00	15.00
7814	75.00	11.00
7815	75.00	24.00
7816	75.00	11.00
7817	75.00	19.00
7818	75.00	15.00
7819	75.00	21.00
7820	75.00	17.00
7853	75.00	18.00
7854	75.00	19.00
7886	75.00	18.00
7895	75.00	12.00
7896	75.00	12.00
7897	75.00	11.00
7898	75.00	21.00
7899	75.00	11.00
7900	75.00	15.00
7901	75.00	15.00
7902	75.00	19.00
7903	75.00	17.00
7918	75.00	28.00
7935	75.00	20.00
7936	75.00	25.00
7937	75.00	19.00
7969	75.00	6.00
7970	75.00	12.00
7978	75.00	11.00
7979	75.00	10.00
