number	annpre_mean	coeff_var		
19091	155.00	17.00
19154	155.00	21.00
19155	155.00	20.00
19156	155.00	24.00
19157	155.00	23.00
19174	155.00	18.00
19237	155.00	22.00
19238	155.00	21.00
19239	155.00	24.00
19240	155.00	21.00
19262	155.00	14.00
19321	155.00	22.00
19322	155.00	19.00
19323	155.00	21.00
19340	155.00	20.00
19345	155.00	14.00
19404	155.00	24.00
19405	155.00	23.00
19427	155.00	13.00
19428	155.00	13.00
19487	155.00	24.00
19488	155.00	23.00
19510	155.00	13.00
19572	155.00	22.00
19592	155.00	16.00
19593	155.00	11.00
19655	155.00	22.00
19677	155.00	6.00
19678	155.00	3.00
19738	155.00	22.00
19820	155.00	25.00
19842	155.00	14.00
19903	155.00	25.00
19927	155.00	15.00
19929	155.00	4.00
19930	155.00	7.00
19986	155.00	25.00
20010	155.00	16.00
20013	155.00	4.00
20014	155.00	6.00
20069	155.00	22.00
20070	155.00	24.00
20093	155.00	13.00
20097	155.00	6.00
20152	155.00	22.00
20153	155.00	19.00
20174	155.00	16.00
20175	155.00	10.00
20176	155.00	13.00
20180	155.00	8.00
20181	155.00	8.00
20235	155.00	20.00
20264	155.00	15.00
20265	155.00	11.00
20318	155.00	21.00
20319	155.00	21.00
20340	155.00	21.00
20348	155.00	11.00
20402	155.00	21.00
20419	155.00	12.00
20420	155.00	12.00
20421	155.00	14.00
20422	155.00	15.00
20423	155.00	20.00
20431	155.00	7.00
20432	155.00	16.00
20503	155.00	11.00
20504	155.00	10.00
20505	155.00	22.00
20515	155.00	16.00
20516	155.00	6.00
20567	155.00	21.00
20568	155.00	20.00
20587	155.00	10.00
20588	155.00	18.00
20598	155.00	9.00
20599	155.00	6.00
20650	155.00	20.00
20651	155.00	19.00
20682	155.00	10.00
20734	155.00	20.00
20765	155.00	14.00
20766	155.00	9.00
20817	155.00	20.00
20818	155.00	17.00
20849	155.00	16.00
20850	155.00	14.00
20901	155.00	18.00
20902	155.00	19.00
20932	155.00	16.00
20933	155.00	14.00
20984	155.00	18.00
20985	155.00	21.00
21016	155.00	23.00
21017	155.00	16.00
21066	155.00	21.00
21067	155.00	19.00
21068	155.00	21.00
21069	155.00	17.00
21100	155.00	18.00
21150	155.00	19.00
21151	155.00	18.00
21152	155.00	18.00
21183	155.00	13.00
21184	155.00	20.00
21233	155.00	19.00
21234	155.00	21.00
21235	155.00	18.00
21236	155.00	17.00
21266	155.00	10.00
21267	155.00	19.00
21317	155.00	19.00
21318	155.00	20.00
21319	155.00	17.00
21350	155.00	18.00
21401	155.00	18.00
21402	155.00	17.00
21433	155.00	17.00
21434	155.00	21.00
21484	155.00	18.00
21485	155.00	16.00
21516	155.00	17.00
21517	155.00	20.00
21518	155.00	21.00
21566	155.00	20.00
21567	155.00	20.00
21568	155.00	16.00
21601	155.00	25.00
21649	155.00	20.00
21650	155.00	17.00
21651	155.00	14.00
21684	155.00	25.00
21685	155.00	23.00
21732	155.00	20.00
21733	155.00	18.00
21768	155.00	25.00
21815	155.00	16.00
21816	155.00	18.00
21852	155.00	23.00
21899	155.00	21.00
21935	155.00	16.00
21982	155.00	21.00
21983	155.00	17.00
22018	155.00	16.00
22019	155.00	11.00
22065	155.00	21.00
22101	155.00	11.00
22102	155.00	13.00
22148	155.00	19.00
22149	155.00	21.00
22184	155.00	15.00
22185	155.00	13.00
22231	155.00	19.00
22232	155.00	19.00
22267	155.00	20.00
22268	155.00	17.00
22269	155.00	15.00
22314	155.00	20.00
22315	155.00	20.00
22350	155.00	20.00
22351	155.00	17.00
22352	155.00	15.00
22397	155.00	20.00
22398	155.00	21.00
22433	155.00	20.00
22434	155.00	23.00
22480	155.00	21.00
22516	155.00	17.00
22517	155.00	23.00
22562	155.00	22.00
22563	155.00	20.00
22564	155.00	21.00
22599	155.00	17.00
22600	155.00	16.00
22645	155.00	24.00
22646	155.00	20.00
22647	155.00	24.00
22683	155.00	15.00
22728	155.00	26.00
22729	155.00	23.00
22766	155.00	19.00
22811	155.00	28.00
22812	155.00	25.00
22849	155.00	19.00
22850	155.00	21.00
22894	155.00	28.00
22895	155.00	24.00
22933	155.00	21.00
22976	155.00	26.00
22977	155.00	28.00
22978	155.00	24.00
33	165.00	16.00
37	165.00	16.00
57	165.00	14.00
58	165.00	8.00
62	165.00	20.00
63	165.00	21.00
64	165.00	21.00
65	165.00	21.00
66	165.00	28.00
67	165.00	27.00
68	165.00	25.00
74	165.00	25.00
75	165.00	24.00
76	165.00	34.00
77	165.00	23.00
82	165.00	16.00
83	165.00	10.00
116	165.00	16.00
140	165.00	11.00
141	165.00	9.00
142	165.00	15.00
143	165.00	19.00
145	165.00	27.00
146	165.00	21.00
148	165.00	21.00
149	165.00	25.00
150	165.00	27.00
151	165.00	31.00
157	165.00	27.00
158	165.00	24.00
164	165.00	16.00
165	165.00	13.00
166	165.00	10.00
223	165.00	15.00
224	165.00	9.00
225	165.00	14.00
226	165.00	18.00
227	165.00	24.00
228	165.00	28.00
229	165.00	23.00
232	165.00	24.00
233	165.00	28.00
234	165.00	31.00
239	165.00	21.00
240	165.00	22.00
241	165.00	21.00
243	165.00	25.00
246	165.00	21.00
247	165.00	16.00
248	165.00	14.00
249	165.00	12.00
282	165.00	15.00
309	165.00	18.00
310	165.00	21.00
311	165.00	28.00
316	165.00	23.00
317	165.00	31.00
321	165.00	23.00
322	165.00	27.00
324	165.00	12.00
326	165.00	18.00
327	165.00	19.00
328	165.00	17.00
329	165.00	21.00
330	165.00	14.00
331	165.00	14.00
332	165.00	13.00
392	165.00	18.00
393	165.00	21.00
394	165.00	23.00
404	165.00	26.00
405	165.00	20.00
408	165.00	21.00
409	165.00	12.00
410	165.00	18.00
411	165.00	14.00
412	165.00	18.00
413	165.00	13.00
414	165.00	12.00
415	165.00	13.00
475	165.00	16.00
476	165.00	15.00
480	165.00	26.00
491	165.00	21.00
492	165.00	12.00
493	165.00	14.00
494	165.00	14.00
495	165.00	18.00
496	165.00	13.00
497	165.00	11.00
498	165.00	13.00
558	165.00	16.00
559	165.00	17.00
564	165.00	27.00
565	165.00	27.00
575	165.00	14.00
576	165.00	16.00
641	165.00	27.00
642	165.00	36.00
658	165.00	17.00
659	165.00	16.00
664	165.00	17.00
723	165.00	18.00
742	165.00	12.00
744	165.00	13.00
745	165.00	14.00
746	165.00	13.00
747	165.00	17.00
826	165.00	14.00
827	165.00	15.00
829	165.00	11.00
888	165.00	13.00
992	165.00	15.00
1219	165.00	15.00
1240	165.00	17.00
1244	165.00	15.00
1302	165.00	15.00
1385	165.00	17.00
1387	165.00	38.00
1405	165.00	17.00
1409	165.00	20.00
1489	165.00	17.00
1494	165.00	16.00
1576	165.00	16.00
1656	165.00	21.00
1741	165.00	16.00
1819	165.00	22.00
1903	165.00	20.00
1905	165.00	18.00
2067	165.00	21.00
2149	165.00	16.00
2158	165.00	19.00
2318	165.00	18.00
2323	165.00	16.00
2324	165.00	20.00
2362	165.00	23.00
2446	165.00	21.00
2447	165.00	26.00
2484	165.00	18.00
2526	165.00	19.00
2530	165.00	24.00
2607	165.00	14.00
2610	165.00	23.00
2611	165.00	20.00
2630	165.00	37.00
2690	165.00	12.00
2692	165.00	19.00
2693	165.00	23.00
2694	165.00	16.00
2695	165.00	21.00
2696	165.00	23.00
2697	165.00	26.00
2712	165.00	29.00
2713	165.00	41.00
2734	165.00	17.00
2737	165.00	16.00
2739	165.00	17.00
2773	165.00	15.00
2776	165.00	26.00
2777	165.00	19.00
2780	165.00	26.00
2781	165.00	28.00
2782	165.00	33.00
2795	165.00	34.00
2814	165.00	16.00
2815	165.00	15.00
2819	165.00	19.00
2859	165.00	12.00
2860	165.00	19.00
2864	165.00	25.00
2865	165.00	31.00
2897	165.00	17.00
2942	165.00	11.00
2943	165.00	22.00
2947	165.00	25.00
2981	165.00	15.00
3025	165.00	11.00
3026	165.00	25.00
3071	165.00	13.00
3108	165.00	13.00
3109	165.00	22.00
3113	165.00	31.00
3145	165.00	16.00
3192	165.00	22.00
3196	165.00	31.00
3228	165.00	16.00
3231	165.00	20.00
3236	165.00	16.00
3270	165.00	22.00
3279	165.00	25.00
3319	165.00	13.00
3393	165.00	14.00
3445	165.00	28.00
3477	165.00	15.00
3518	165.00	18.00
3528	165.00	28.00
3562	165.00	18.00
3568	165.00	15.00
3642	165.00	12.00
3651	165.00	20.00
3684	165.00	19.00
3723	165.00	17.00
3767	165.00	19.00
3777	165.00	33.00
3850	165.00	17.00
3887	165.00	17.00
3890	165.00	13.00
3933	165.00	17.00
4019	165.00	19.00
4020	165.00	14.00
4054	165.00	19.00
4055	165.00	24.00
4064	165.00	15.00
4101	165.00	17.00
4102	165.00	17.00
4103	165.00	14.00
4136	165.00	18.00
4143	165.00	18.00
4184	165.00	21.00
4186	165.00	13.00
4219	165.00	17.00
4220	165.00	21.00
4230	165.00	14.00
4266	165.00	14.00
4269	165.00	14.00
4302	165.00	17.00
4303	165.00	23.00
4310	165.00	15.00
4348	165.00	12.00
4349	165.00	18.00
4350	165.00	16.00
4385	165.00	18.00
4431	165.00	12.00
4433	165.00	16.00
4516	165.00	21.00
4517	165.00	16.00
4518	165.00	13.00
4599	165.00	19.00
4679	165.00	11.00
4712	165.00	17.00
4760	165.00	16.00
4764	165.00	20.00
4797	165.00	17.00
4798	165.00	22.00
4846	165.00	15.00
4877	165.00	15.00
4880	165.00	19.00
4964	165.00	18.00
5128	165.00	20.00
5130	165.00	14.00
5295	165.00	15.00
5616	165.00	27.00
5700	165.00	26.00
6028	165.00	18.00
6042	165.00	20.00
6125	165.00	22.00
6194	165.00	16.00
6195	165.00	21.00
6208	165.00	22.00
6277	165.00	16.00
6286	165.00	23.00
6291	165.00	17.00
6307	165.00	16.00
6540	165.00	20.00
6623	165.00	19.00
6636	165.00	18.00
6639	165.00	20.00
6718	165.00	18.00
6722	165.00	28.00
6805	165.00	21.00
6873	165.00	17.00
6956	165.00	17.00
7038	165.00	22.00
7046	165.00	15.00
7047	165.00	21.00
7053	165.00	24.00
7121	165.00	22.00
7122	165.00	20.00
7136	165.00	24.00
7203	165.00	14.00
7210	165.00	14.00
7214	165.00	27.00
7287	165.00	24.00
7292	165.00	17.00
7297	165.00	27.00
7298	165.00	28.00
7299	165.00	24.00
7300	165.00	25.00
7370	165.00	28.00
7375	165.00	16.00
7379	165.00	24.00
7380	165.00	22.00
7383	165.00	25.00
7451	165.00	16.00
7453	165.00	28.00
7458	165.00	19.00
7462	165.00	24.00
7470	165.00	15.00
7534	165.00	16.00
7617	165.00	19.00
7618	165.00	16.00
7619	165.00	28.00
7627	165.00	22.00
7700	165.00	19.00
7792	165.00	22.00
7801	165.00	22.00
7865	165.00	18.00
7868	165.00	28.00
7874	165.00	23.00
7875	165.00	27.00
7884	165.00	21.00
7950	165.00	25.00
7957	165.00	23.00
8028	165.00	14.00
8030	165.00	13.00
8032	165.00	24.00
8049	165.00	19.00
8111	165.00	14.00
8114	165.00	22.00
8132	165.00	18.00
8206	165.00	25.00
8215	165.00	18.00
8287	165.00	15.00
8288	165.00	17.00
8297	165.00	16.00
8298	165.00	18.00
8360	165.00	16.00
8370	165.00	15.00
8382	165.00	17.00
8445	165.00	26.00
8453	165.00	21.00
8535	165.00	18.00
8548	165.00	19.00
8609	165.00	23.00
8631	165.00	19.00
8797	165.00	15.00
8858	165.00	19.00
8879	165.00	13.00
8942	165.00	24.00
9047	165.00	14.00
9210	165.00	18.00
9295	165.00	14.00
9354	165.00	23.00
9437	165.00	25.00
9627	165.00	13.00
9685	165.00	23.00
9877	165.00	17.00
10122	165.00	16.00
10204	165.00	20.00
10205	165.00	16.00
10286	165.00	21.00
10287	165.00	16.00
10289	165.00	10.00
10291	165.00	17.00
10292	165.00	17.00
10368	165.00	18.00
10370	165.00	17.00
10373	165.00	18.00
10374	165.00	17.00
10451	165.00	21.00
10452	165.00	23.00
10454	165.00	15.00
10455	165.00	18.00
10458	165.00	16.00
10534	165.00	21.00
10535	165.00	18.00
10537	165.00	16.00
10541	165.00	16.00
10617	165.00	19.00
10618	165.00	18.00
10619	165.00	19.00
10620	165.00	16.00
10623	165.00	12.00
10624	165.00	13.00
10703	165.00	15.00
10704	165.00	13.00
10706	165.00	12.00
10707	165.00	18.00
10786	165.00	14.00
10787	165.00	17.00
10788	165.00	14.00
10789	165.00	8.00
10790	165.00	18.00
10948	165.00	20.00
11030	165.00	18.00
11194	165.00	15.00
11277	165.00	17.00
11442	165.00	19.00
11511	165.00	28.00
11525	165.00	16.00
11594	165.00	28.00
11607	165.00	21.00
11689	165.00	24.00
11771	165.00	20.00
11843	165.00	21.00
11854	165.00	20.00
11923	165.00	15.00
12019	165.00	14.00
12091	165.00	32.00
12101	165.00	15.00
12184	165.00	15.00
12266	165.00	15.00
12349	165.00	15.00
12421	165.00	28.00
12422	165.00	22.00
12431	165.00	22.00
12585	165.00	23.00
12670	165.00	23.00
12679	165.00	17.00
12751	165.00	23.00
12752	165.00	24.00
12762	165.00	21.00
12835	165.00	24.00
12918	165.00	21.00
12919	165.00	21.00
12920	165.00	17.00
12927	165.00	20.00
13000	165.00	20.00
13001	165.00	19.00
13010	165.00	19.00
13093	165.00	27.00
13175	165.00	17.00
13253	165.00	11.00
13332	165.00	18.00
13336	165.00	11.00
13415	165.00	14.00
13423	165.00	27.00
13506	165.00	27.00
13667	165.00	16.00
13745	165.00	29.00
13747	165.00	18.00
13749	165.00	24.00
13754	165.00	20.00
13830	165.00	26.00
13836	165.00	11.00
13837	165.00	16.00
13910	165.00	27.00
13913	165.00	26.00
13919	165.00	13.00
13920	165.00	16.00
13995	165.00	27.00
14002	165.00	15.00
14162	165.00	29.00
14169	165.00	26.00
14252	165.00	26.00
14326	165.00	37.00
14335	165.00	18.00
14414	165.00	14.00
14418	165.00	9.00
14490	165.00	30.00
14497	165.00	9.00
14501	165.00	11.00
14573	165.00	34.00
14584	165.00	11.00
14667	165.00	15.00
14738	165.00	40.00
14740	165.00	34.00
14750	165.00	17.00
14813	165.00	34.00
14833	165.00	17.00
14896	165.00	25.00
14916	165.00	16.00
14917	165.00	13.00
14978	165.00	24.00
15000	165.00	13.00
15001	165.00	11.00
15062	165.00	24.00
15083	165.00	11.00
15084	165.00	11.00
15085	165.00	19.00
15145	165.00	23.00
15167	165.00	12.00
15168	165.00	21.00
15228	165.00	22.00
15229	165.00	24.00
15251	165.00	21.00
15311	165.00	22.00
15334	165.00	23.00
15335	165.00	25.00
15393	165.00	15.00
15418	165.00	23.00
15476	165.00	15.00
15478	165.00	25.00
15502	165.00	27.00
15559	165.00	17.00
15586	165.00	27.00
15587	165.00	23.00
15671	165.00	16.00
15724	165.00	19.00
15726	165.00	30.00
15754	165.00	17.00
15755	165.00	14.00
15808	165.00	22.00
15838	165.00	11.00
15891	165.00	26.00
15922	165.00	18.00
15971	165.00	22.00
16006	165.00	20.00
16053	165.00	22.00
16089	165.00	17.00
16172	165.00	17.00
16221	165.00	30.00
16255	165.00	16.00
16338	165.00	18.00
16421	165.00	18.00
16468	165.00	21.00
16469	165.00	29.00
16504	165.00	18.00
16671	165.00	21.00
16755	165.00	20.00
16838	165.00	20.00
16921	165.00	24.00
17003	165.00	25.00
17004	165.00	24.00
17086	165.00	24.00
17169	165.00	24.00
17170	165.00	26.00
17252	165.00	25.00
17335	165.00	25.00
17336	165.00	23.00
17418	165.00	24.00
17419	165.00	24.00
17501	165.00	24.00
17502	165.00	24.00
17503	165.00	22.00
17581	165.00	22.00
17583	165.00	26.00
17585	165.00	24.00
17666	165.00	26.00
17668	165.00	20.00
17747	165.00	21.00
17748	165.00	21.00
17749	165.00	22.00
17751	165.00	22.00
17752	165.00	21.00
17830	165.00	20.00
17831	165.00	21.00
17832	165.00	23.00
17833	165.00	23.00
17834	165.00	20.00
17835	165.00	21.00
17913	165.00	21.00
17914	165.00	23.00
17915	165.00	22.00
17916	165.00	26.00
17917	165.00	20.00
17918	165.00	22.00
17996	165.00	21.00
17997	165.00	23.00
17998	165.00	22.00
17999	165.00	24.00
18000	165.00	21.00
18001	165.00	22.00
18080	165.00	21.00
18081	165.00	21.00
18082	165.00	24.00
18083	165.00	23.00
18084	165.00	20.00
18163	165.00	21.00
18164	165.00	22.00
18166	165.00	23.00
18167	165.00	24.00
18246	165.00	24.00
18247	165.00	22.00
18330	165.00	23.00
18410	165.00	24.00
18411	165.00	25.00
18413	165.00	22.00
18493	165.00	24.00
18494	165.00	22.00
18495	165.00	25.00
18496	165.00	21.00
18576	165.00	24.00
18577	165.00	22.00
18578	165.00	21.00
18579	165.00	21.00
18660	165.00	24.00
18661	165.00	21.00
18662	165.00	22.00
18742	165.00	21.00
18743	165.00	24.00
18825	165.00	21.00
18826	165.00	21.00
18908	165.00	23.00
18909	165.00	21.00
18910	165.00	23.00
18992	165.00	24.00
18993	165.00	23.00
18994	165.00	23.00
18995	165.00	20.00
19076	165.00	21.00
19077	165.00	23.00
19078	165.00	22.00
19079	165.00	22.00
19092	165.00	16.00
19093	165.00	16.00
19158	165.00	25.00
19159	165.00	23.00
19160	165.00	23.00
19161	165.00	24.00
19162	165.00	20.00
19175	165.00	20.00
19176	165.00	16.00
19177	165.00	12.00
19241	165.00	25.00
19242	165.00	24.00
19243	165.00	24.00
19258	165.00	22.00
19259	165.00	20.00
19260	165.00	20.00
19261	165.00	13.00
19324	165.00	22.00
19325	165.00	24.00
19326	165.00	25.00
19327	165.00	23.00
19329	165.00	20.00
19343	165.00	20.00
19344	165.00	17.00
19406	165.00	21.00
19407	165.00	23.00
19408	165.00	25.00
19409	165.00	25.00
19410	165.00	23.00
19411	165.00	21.00
19412	165.00	19.00
19424	165.00	18.00
19426	165.00	21.00
19489	165.00	23.00
19490	165.00	23.00
19491	165.00	26.00
19492	165.00	28.00
19494	165.00	19.00
19495	165.00	19.00
19509	165.00	18.00
19573	165.00	24.00
19574	165.00	26.00
19575	165.00	26.00
19576	165.00	25.00
19577	165.00	23.00
19656	165.00	26.00
19657	165.00	26.00
19739	165.00	24.00
19740	165.00	25.00
19759	165.00	14.00
19760	165.00	9.00
19761	165.00	12.00
19821	165.00	22.00
19843	165.00	15.00
19844	165.00	12.00
19845	165.00	10.00
19904	165.00	22.00
19926	165.00	16.00
19928	165.00	10.00
19987	165.00	22.00
19988	165.00	22.00
19989	165.00	21.00
20011	165.00	15.00
20012	165.00	9.00
20071	165.00	22.00
20072	165.00	19.00
20094	165.00	14.00
20095	165.00	9.00
20096	165.00	7.00
20154	165.00	22.00
20155	165.00	18.00
20177	165.00	14.00
20178	165.00	12.00
20179	165.00	7.00
20236	165.00	19.00
20237	165.00	19.00
20238	165.00	18.00
20257	165.00	18.00
20258	165.00	11.00
20259	165.00	9.00
20260	165.00	14.00
20262	165.00	7.00
20263	165.00	18.00
20320	165.00	17.00
20321	165.00	19.00
20341	165.00	11.00
20342	165.00	8.00
20343	165.00	11.00
20347	165.00	11.00
20403	165.00	17.00
20404	165.00	19.00
20424	165.00	19.00
20430	165.00	15.00
20485	165.00	20.00
20486	165.00	18.00
20502	165.00	12.00
20506	165.00	20.00
20507	165.00	17.00
20513	165.00	15.00
20514	165.00	3.00
20569	165.00	17.00
20585	165.00	12.00
20586	165.00	11.00
20589	165.00	19.00
20597	165.00	5.00
20652	165.00	17.00
20653	165.00	19.00
20654	165.00	20.00
20668	165.00	10.00
20669	165.00	13.00
20670	165.00	15.00
20671	165.00	18.00
20672	165.00	18.00
20680	165.00	5.00
20681	165.00	13.00
20735	165.00	20.00
20736	165.00	20.00
20737	165.00	21.00
20763	165.00	8.00
20764	165.00	10.00
20819	165.00	20.00
20820	165.00	18.00
20821	165.00	18.00
20847	165.00	10.00
20848	165.00	14.00
20903	165.00	18.00
20904	165.00	15.00
20930	165.00	15.00
20931	165.00	14.00
20986	165.00	19.00
20987	165.00	15.00
21014	165.00	26.00
21015	165.00	18.00
21070	165.00	15.00
21071	165.00	20.00
21098	165.00	18.00
21099	165.00	18.00
21153	165.00	16.00
21154	165.00	20.00
21155	165.00	14.00
21181	165.00	16.00
21182	165.00	7.00
21237	165.00	16.00
21238	165.00	14.00
21264	165.00	14.00
21265	165.00	7.00
21320	165.00	18.00
21321	165.00	12.00
21348	165.00	7.00
21349	165.00	10.00
21403	165.00	18.00
21404	165.00	10.00
21431	165.00	9.00
21432	165.00	11.00
21486	165.00	14.00
21487	165.00	10.00
21514	165.00	14.00
21515	165.00	11.00
21569	165.00	12.00
21598	165.00	12.00
21599	165.00	19.00
21600	165.00	26.00
21652	165.00	13.00
21682	165.00	18.00
21683	165.00	26.00
21734	165.00	18.00
21735	165.00	13.00
21765	165.00	14.00
21767	165.00	25.00
21817	165.00	16.00
21818	165.00	15.00
21848	165.00	14.00
21849	165.00	25.00
21850	165.00	22.00
21851	165.00	18.00
21900	165.00	16.00
21901	165.00	16.00
21932	165.00	25.00
21933	165.00	21.00
21934	165.00	18.00
21984	165.00	16.00
22015	165.00	25.00
22016	165.00	21.00
22017	165.00	19.00
22066	165.00	21.00
22067	165.00	17.00
22099	165.00	21.00
22100	165.00	18.00
22150	165.00	17.00
22182	165.00	29.00
22183	165.00	20.00
22233	165.00	20.00
22265	165.00	33.00
22266	165.00	20.00
22316	165.00	20.00
22348	165.00	32.00
22349	165.00	20.00
22399	165.00	24.00
22432	165.00	23.00
22481	165.00	21.00
22482	165.00	23.00
22515	165.00	18.00
22565	165.00	23.00
22598	165.00	18.00
22648	165.00	25.00
22649	165.00	19.00
22682	165.00	17.00
22730	165.00	24.00
22731	165.00	24.00
22765	165.00	17.00
22813	165.00	24.00
22814	165.00	24.00
22848	165.00	21.00
22896	165.00	25.00
22897	165.00	24.00
22931	165.00	25.00
22932	165.00	18.00
22979	165.00	20.00
22980	165.00	21.00
32	175.00	18.00
59	175.00	15.00
60	175.00	17.00
61	175.00	25.00
78	175.00	14.00
80	175.00	17.00
81	175.00	16.00
120	175.00	13.00
144	175.00	25.00
159	175.00	29.00
160	175.00	23.00
161	175.00	17.00
162	175.00	14.00
163	175.00	21.00
242	175.00	18.00
244	175.00	19.00
245	175.00	15.00
286	175.00	12.00
323	175.00	22.00
399	175.00	25.00
400	175.00	32.00
449	175.00	16.00
452	175.00	19.00
535	175.00	19.00
580	175.00	11.00
581	175.00	14.00
698	175.00	13.00
700	175.00	13.00
724	175.00	27.00
725	175.00	36.00
806	175.00	15.00
808	175.00	40.00
828	175.00	15.00
866	175.00	17.00
891	175.00	35.00
910	175.00	15.00
912	175.00	11.00
995	175.00	15.00
996	175.00	12.00
1056	175.00	38.00
1158	175.00	15.00
1326	175.00	15.00
1406	175.00	17.00
1408	175.00	18.00
1490	175.00	15.00
1657	175.00	16.00
1821	175.00	21.00
1822	175.00	18.00
1983	175.00	18.00
1985	175.00	16.00
1988	175.00	22.00
2066	175.00	18.00
2068	175.00	16.00
2233	175.00	18.00
2234	175.00	19.00
2235	175.00	18.00
2240	175.00	16.00
2319	175.00	14.00
2406	175.00	17.00
2444	175.00	23.00
2445	175.00	22.00
2527	175.00	23.00
2528	175.00	20.00
2529	175.00	22.00
2568	175.00	17.00
2609	175.00	20.00
2612	175.00	24.00
2613	175.00	24.00
2649	175.00	17.00
2652	175.00	17.00
2653	175.00	18.00
2654	175.00	14.00
2656	175.00	17.00
2732	175.00	17.00
2735	175.00	16.00
2736	175.00	15.00
2738	175.00	16.00
2775	175.00	16.00
2778	175.00	21.00
2779	175.00	23.00
2817	175.00	15.00
2820	175.00	16.00
2856	175.00	15.00
2858	175.00	16.00
2861	175.00	21.00
2862	175.00	23.00
2863	175.00	27.00
2946	175.00	28.00
3029	175.00	28.00
3110	175.00	20.00
3112	175.00	31.00
3146	175.00	17.00
3191	175.00	15.00
3193	175.00	27.00
3195	175.00	27.00
3274	175.00	20.00
3275	175.00	16.00
3276	175.00	25.00
3277	175.00	27.00
3278	175.00	31.00
3311	175.00	14.00
3313	175.00	18.00
3353	175.00	22.00
3359	175.00	25.00
3360	175.00	24.00
3361	175.00	31.00
3394	175.00	16.00
3395	175.00	16.00
3396	175.00	22.00
3444	175.00	23.00
3611	175.00	29.00
3694	175.00	31.00
3772	175.00	15.00
3806	175.00	15.00
3807	175.00	14.00
3854	175.00	16.00
3855	175.00	15.00
3936	175.00	14.00
3937	175.00	17.00
3938	175.00	17.00
4016	175.00	18.00
4021	175.00	17.00
4062	175.00	17.00
4099	175.00	18.00
4104	175.00	13.00
4108	175.00	31.00
4137	175.00	19.00
4187	175.00	12.00
4191	175.00	30.00
4227	175.00	14.00
4352	175.00	16.00
4356	175.00	24.00
4432	175.00	15.00
4435	175.00	16.00
4514	175.00	9.00
4515	175.00	13.00
4601	175.00	17.00
4684	175.00	18.00
4685	175.00	22.00
4761	175.00	12.00
4762	175.00	11.00
4767	175.00	18.00
4879	175.00	17.00
4963	175.00	15.00
5046	175.00	15.00
5129	175.00	14.00
5176	175.00	19.00
5212	175.00	14.00
5341	175.00	16.00
5781	175.00	19.00
5876	175.00	22.00
5959	175.00	22.00
6031	175.00	23.00
6308	175.00	20.00
6389	175.00	15.00
6458	175.00	20.00
6471	175.00	17.00
6474	175.00	19.00
6790	175.00	17.00
6800	175.00	13.00
6883	175.00	13.00
6965	175.00	18.00
6970	175.00	27.00
7039	175.00	21.00
7048	175.00	18.00
7128	175.00	14.00
7131	175.00	21.00
7132	175.00	12.00
7213	175.00	20.00
7215	175.00	22.00
7216	175.00	24.00
7217	175.00	20.00
7218	175.00	22.00
7293	175.00	14.00
7295	175.00	17.00
7296	175.00	22.00
7369	175.00	16.00
7376	175.00	14.00
7378	175.00	26.00
7452	175.00	16.00
7459	175.00	15.00
7461	175.00	25.00
7535	175.00	16.00
7542	175.00	15.00
7544	175.00	22.00
7552	175.00	19.00
7625	175.00	15.00
7635	175.00	21.00
7718	175.00	22.00
7783	175.00	19.00
7791	175.00	17.00
7802	175.00	19.00
7885	175.00	17.00
7967	175.00	17.00
8029	175.00	14.00
8040	175.00	26.00
8050	175.00	17.00
8113	175.00	16.00
8123	175.00	25.00
8133	175.00	18.00
8194	175.00	16.00
8216	175.00	18.00
8277	175.00	16.00
8279	175.00	28.00
8299	175.00	17.00
8300	175.00	17.00
8383	175.00	15.00
8444	175.00	18.00
8465	175.00	19.00
8466	175.00	15.00
8549	175.00	17.00
8692	175.00	23.00
8693	175.00	30.00
8701	175.00	18.00
8775	175.00	22.00
8776	175.00	30.00
8798	175.00	16.00
8962	175.00	13.00
8963	175.00	16.00
8964	175.00	14.00
9046	175.00	17.00
9129	175.00	14.00
9130	175.00	15.00
9212	175.00	14.00
9296	175.00	15.00
9519	175.00	26.00
9794	175.00	16.00
10102	175.00	32.00
10268	175.00	26.00
10351	175.00	26.00
10375	175.00	16.00
10456	175.00	14.00
10457	175.00	17.00
10539	175.00	14.00
10540	175.00	13.00
10621	175.00	13.00
10622	175.00	14.00
10705	175.00	11.00
10785	175.00	19.00
10867	175.00	18.00
10869	175.00	14.00
10873	175.00	13.00
10950	175.00	18.00
11031	175.00	21.00
11032	175.00	22.00
11033	175.00	20.00
11112	175.00	17.00
11116	175.00	19.00
11195	175.00	16.00
11360	175.00	18.00
11443	175.00	18.00
11526	175.00	16.00
11608	175.00	16.00
11690	175.00	22.00
11772	175.00	21.00
11773	175.00	22.00
11855	175.00	17.00
11856	175.00	16.00
11937	175.00	21.00
11938	175.00	17.00
12008	175.00	25.00
12020	175.00	17.00
12102	175.00	17.00
12172	175.00	20.00
12255	175.00	24.00
12267	175.00	19.00
12350	175.00	14.00
12432	175.00	21.00
12433	175.00	14.00
12504	175.00	30.00
12505	175.00	22.00
12514	175.00	22.00
12515	175.00	22.00
12586	175.00	24.00
12587	175.00	23.00
12588	175.00	21.00
12597	175.00	26.00
12668	175.00	23.00
12669	175.00	25.00
12845	175.00	23.00
12928	175.00	23.00
