MASTER	LON_EX	LAT_EX	ALT_EX	alt_srtm	TMIN1	TMIN2	TMIN3	TMIN4	TMIN5	TMIN6	TMIN7	TMIN8	TMIN9	TMIN10	TMIN11	TMIN12	TMAX1	TMAX2	TMAX3	TMAX4	TMAX5	TMAX6	TMAX7	TMAX8	TMAX9	TMAX10	TMAX11	TMAX12	PREC1	PREC2	PREC3	PREC4	PREC5	PREC6	PREC7	PREC8	PREC9	PREC10	PREC11	PREC12	PRE_ALL	SPECIES	SHORTLIVED	PERENIAL	ANNUAL	BIENNIAL	HSCAP	HROS	GEOPHYTES	HCAESP	CHAMAEPHYT	NANOPHANOR	MAKROPHANE	OID_	MASTER_1	COUNT	ggs	ggb	gga	sg	MEAN	PRO	comm_coarse	Comm	slope	aspect	slope_srtm	aspect_srtm	sin_srtm	pro
52	103.4700	43.3800	1571	1617	-20.7000	-17.5000	-9.9000	-1.2000	6.5000	12.3000	14.6000	13.0000	6.4000	-2.1000	-11.3000	-18.2000	-7.1000	-3.2000	4.3000	13.5000	21.2000	26.3000	27.6000	26.0000	20.1000	11.9000	1.8000	-5.3000	1	2	3	6	10	18	28	30	11	4	2	1	116	27	1	13	1	0	12	19	2	4	1	0	0	51	52	1	1	0	0	0	208.15800476074	197.00000000000	1	3	1.8466	84.6608	19.1540	102.4750	0.9312	38.86000000000
53	103.4700	43.3800	1571	1617	-20.7000	-17.5000	-9.9000	-1.2000	6.5000	12.3000	14.6000	13.0000	6.4000	-2.1000	-11.3000	-18.2000	-7.1000	-3.2000	4.3000	13.5000	21.2000	26.3000	27.6000	26.0000	20.1000	11.9000	1.8000	-5.3000	1	2	3	6	10	18	28	30	11	4	2	1	116	41	3	20	3	0	22	20	3	5	1	0	0	52	53	1	1	0	0	0	208.15800476074	197.00000000000	1	3	1.8466	84.6608	19.1540	102.4750	0.9312	38.86000000000
54	103.4700	43.3800	1571	1617	-20.7000	-17.5000	-9.9000	-1.2000	6.5000	12.3000	14.6000	13.0000	6.4000	-2.1000	-11.3000	-18.2000	-7.1000	-3.2000	4.3000	13.5000	21.2000	26.3000	27.6000	26.0000	20.1000	11.9000	1.8000	-5.3000	1	2	3	6	10	18	28	30	11	4	2	1	116	35	2	17	2	0	17	22	2	5	1	0	0	53	54	1	1	0	0	0	208.15800476074	197.00000000000	1	2	1.8466	84.6608	19.1540	102.4750	0.9312	38.86000000000
55	104.0700	43.3600	2073	2114	-22.3000	-19.1000	-12.1000	-3.7000	4.0000	9.7000	12.0000	10.5000	4.1000	-4.1000	-13.3000	-19.8000	-9.2000	-5.7000	1.4000	10.2000	17.9000	23.0000	24.4000	22.8000	16.9000	9.1000	-0.6000	-7.3000	1	2	4	7	14	25	42	40	16	5	3	1	160	29	3	10	4	0	9	18	2	6	1	0	0	54	55	1	1	0	0	0	550.40197753906	418.00000000000	1	3	4.1696	179.5280	36.7787	178.6200	0.4357	90.26860000000
56	103.1200	43.4100	1910	1973	-21.4000	-18.5000	-11.4000	-2.9000	4.8000	10.7000	12.8000	11.3000	4.8000	-3.6000	-12.6000	-19.0000	-8.0000	-4.4000	2.6000	11.5000	19.2000	24.4000	25.7000	24.1000	18.2000	10.1000	0.4000	-6.2000	1	2	4	6	12	21	35	35	14	5	2	1	138	28	1	12	1	0	14	11	2	5	4	1	0	55	56	1	1	0	0	0	234.90100097656	227.00000000000	1	3	2.1786	18.1492	19.3247	29.1975	-0.7975	41.94280000000
57	103.6928	43.6563	2281	2258	-23.0000	-20.1000	-13.4000	-5.1000	2.7000	8.6000	10.7000	9.2000	2.8000	-5.4000	-14.4000	-20.7000	-9.9000	-6.6000	0.2000	8.7000	16.4000	21.7000	22.9000	21.4000	15.6000	7.8000	-1.6000	-8.1000	1	2	5	8	16	28	47	45	18	6	3	1	180	16	0	6	0	0	6	6	3	4	2	0	0	56	57	1	1	0	0	0	387.35800170898	353.00000000000	1	3	5.4105	357.9120	41.9992	0.3820	0.3727	71.63200000000
58	104.0600	43.3500	2073	2045	-22.3000	-19.1000	-12.1000	-3.7000	4.0000	9.7000	12.0000	10.5000	4.1000	-4.1000	-13.3000	-19.8000	-9.2000	-5.7000	1.4000	10.2000	17.9000	23.0000	24.4000	22.8000	16.9000	9.1000	-0.6000	-7.3000	1	2	4	7	14	25	42	40	16	5	3	1	160	16	1	6	1	0	4	6	1	5	1	0	0	57	58	1	1	0	0	0	550.40197753906	418.00000000000	1	3	3.6459	176.4910	33.9820	178.3420	0.6660	90.26860000000
59	104.0579	43.4847	2429	2333	-23.5000	-20.6000	-13.9000	-5.7000	2.0000	7.8000	10.1000	8.6000	2.3000	-5.8000	-14.9000	-21.1000	-10.6000	-7.3000	-0.6000	7.8000	15.5000	20.6000	22.0000	20.5000	14.7000	6.9000	-2.4000	-8.7000	1	2	5	8	17	30	51	47	19	6	3	1	190	14	0	3	0	0	6	6	1	4	2	0	0	58	59	1	1	0	0	0	543.95501708984	415.00000000000	1	3	0.8605	81.3844	7.3012	71.5650	0.6378	91.99500000000
60	103.3100	43.4600	1497	1521	-20.5000	-17.4000	-9.7000	-1.0000	6.8000	12.6000	14.9000	13.2000	6.6000	-2.0000	-11.2000	-18.1000	-6.8000	-2.9000	4.6000	13.9000	21.7000	26.7000	28.1000	26.4000	20.5000	12.2000	2.0000	-5.2000	1	1	3	5	10	17	27	29	11	4	2	1	111	22	3	6	3	0	7	8	1	5	1	0	0	59	60	1	1	0	0	0	282.23599243164	276.00000000000	1	3	0.6136	37.0304	7.2295	27.4744	0.7173	51.86010000000
61	103.6854	43.7005	2172	2120	-22.8000	-19.8000	-12.9000	-4.6000	3.2000	9.1000	11.3000	9.7000	3.3000	-5.0000	-14.0000	-20.4000	-9.6000	-6.1000	0.7000	9.4000	17.1000	22.3000	23.6000	22.0000	16.2000	8.3000	-1.2000	-7.7000	1	2	4	8	15	27	44	43	17	5	3	1	170	14	0	9	0	0	9	7	0	2	2	0	0	60	61	1	1	0	0	0	387.35800170898	552.00000000000	2	5	3.3354	49.1748	26.5809	55.2614	-0.9601	105.08600000000
62	104.0453	43.4976	2429	2379	-23.5000	-20.6000	-13.9000	-5.7000	2.0000	7.8000	10.1000	8.6000	2.3000	-5.8000	-14.9000	-21.1000	-10.6000	-7.3000	-0.6000	7.8000	15.5000	20.6000	22.0000	20.5000	14.7000	6.9000	-2.4000	-8.7000	1	2	5	8	17	30	51	47	19	6	3	1	190	16	0	8	0	0	8	3	0	4	3	0	0	61	62	1	1	0	0	0	471.00100708008	353.00000000000	1	7	3.8509	168.0390	36.2045	175.0610	-0.7632	71.63200000000
63	104.0165	43.4442	2533	2619	-23.7000	-20.9000	-14.4000	-6.2000	1.5000	7.3000	9.6000	8.1000	1.8000	-6.2000	-15.3000	-21.4000	-10.9000	-7.7000	-1.1000	7.2000	14.8000	20.0000	21.5000	19.9000	14.2000	6.4000	-2.8000	-9.0000	1	2	5	9	17	31	53	49	20	6	3	1	197	19	0	9	0	0	11	5	1	2	2	0	0	62	63	1	1	0	0	0	469.42800903320	415.00000000000	1	3	4.7398	345.4360	45.8905	338.1370	-0.9148	75.05400000000
64	100.9017	43.6669	2194	2639	-21.5000	-19.5000	-13.1000	-5.0000	2.1000	8.4000	10.2000	8.8000	2.7000	-5.3000	-13.9000	-19.5000	-8.1000	-4.7000	1.1000	9.6000	16.7000	22.2000	23.1000	21.9000	16.3000	8.4000	-0.6000	-6.4000	1	2	2	4	7	20	45	39	15	4	2	0	141	13	0	6	0	0	6	4	1	4	2	0	0	63	64	1	1	0	0	0	160.17199707031	365.00000000000	1	3	4.2724	291.9300	64.2748	339.9140	0.5827	77.24620000000
65	104.1366	43.4450	2384	2333	-23.3000	-20.4000	-13.7000	-5.4000	2.3000	8.1000	10.3000	8.9000	2.5000	-5.6000	-14.7000	-20.9000	-10.5000	-7.2000	-0.3000	8.1000	15.8000	20.9000	22.3000	20.8000	15.0000	7.2000	-2.2000	-8.5000	1	2	5	8	16	30	50	46	18	6	3	1	186	15	0	6	0	0	7	4	1	3	2	0	0	64	65	1	1	0	0	0	543.95501708984	331.00000000000	2	5	1.9624	49.6164	25.7251	46.0095	0.8976	71.41930000000
66	100.5700	43.3900	1703	1713	-20.2000	-17.8000	-10.9000	-2.8000	4.3000	10.5000	12.3000	10.9000	4.8000	-3.3000	-12.1000	-18.0000	-6.4000	-2.6000	3.8000	12.4000	19.6000	24.9000	25.9000	24.6000	19.1000	11.0000	1.5000	-4.8000	1	1	1	2	4	13	32	27	10	3	1	0	95	17	0	9	0	0	7	6	1	3	4	1	0	65	66	1	1	0	0	0	170.19299316406	288.00000000000	2	5	1.1788	2.9250	11.6174	0.4182	0.4061	57.08430000000
67	100.5700	43.3900	1703	1713	-20.2000	-17.8000	-10.9000	-2.8000	4.3000	10.5000	12.3000	10.9000	4.8000	-3.3000	-12.1000	-18.0000	-6.4000	-2.6000	3.8000	12.4000	19.6000	24.9000	25.9000	24.6000	19.1000	11.0000	1.5000	-4.8000	1	1	1	2	4	13	32	27	10	3	1	0	95	19	0	12	0	0	9	5	1	4	4	0	0	66	67	1	1	0	0	0	170.19299316406	197.00000000000	2	5	1.1788	2.9250	11.6174	0.4182	0.4061	38.86000000000
68	100.5700	43.3900	1703	1713	-20.2000	-17.8000	-10.9000	-2.8000	4.3000	10.5000	12.3000	10.9000	4.8000	-3.3000	-12.1000	-18.0000	-6.4000	-2.6000	3.8000	12.4000	19.6000	24.9000	25.9000	24.6000	19.1000	11.0000	1.5000	-4.8000	1	1	1	2	4	13	32	27	10	3	1	0	95	16	0	8	0	0	6	6	1	2	3	0	0	67	68	1	1	0	0	0	170.19299316406	275.00000000000	2	7	1.1788	2.9250	11.6174	0.4182	0.4061	57.63130000000
69	102.0300	43.3600	1455	1450	-19.7000	-16.9000	-9.4000	-0.9000	6.7000	12.6000	14.7000	13.1000	6.6000	-1.8000	-10.8000	-17.4000	-6.1000	-2.0000	5.3000	14.3000	21.9000	27.0000	28.3000	26.8000	20.9000	12.6000	2.5000	-4.5000	1	1	2	3	6	13	27	24	9	3	1	0	90	19	0	8	0	0	9	7	1	4	2	1	0	68	69	1	1	0	0	0	177.73599243164	131.00000000000	1	3	0.6198	343.0720	6.2346	344.0550	-0.9987	26.26180000000
70	102.0300	43.3600	1455	1450	-19.7000	-16.9000	-9.4000	-0.9000	6.7000	12.6000	14.7000	13.1000	6.6000	-1.8000	-10.8000	-17.4000	-6.1000	-2.0000	5.3000	14.3000	21.9000	27.0000	28.3000	26.8000	20.9000	12.6000	2.5000	-4.5000	1	1	2	3	6	13	27	24	9	3	1	0	90	16	0	7	0	0	7	6	1	3	2	1	0	69	70	1	1	0	0	0	177.73599243164	415.00000000000	1	5	0.6198	343.0720	6.2346	344.0550	-0.9987	91.99500000000
71	103.1200	43.4100	1910	1973	-21.4000	-18.5000	-11.4000	-2.9000	4.8000	10.7000	12.8000	11.3000	4.8000	-3.6000	-12.6000	-19.0000	-8.0000	-4.4000	2.6000	11.5000	19.2000	24.4000	25.7000	24.1000	18.2000	10.1000	0.4000	-6.2000	1	2	4	6	12	21	35	35	14	5	2	1	138	19	0	8	0	0	10	7	2	4	1	0	0	70	71	1	1	0	0	0	234.90100097656	174.00000000000	1	3	2.1786	18.1492	19.3247	29.1975	-0.7975	31.30290000000
72	103.1200	43.4100	1910	1973	-21.4000	-18.5000	-11.4000	-2.9000	4.8000	10.7000	12.8000	11.3000	4.8000	-3.6000	-12.6000	-19.0000	-8.0000	-4.4000	2.6000	11.5000	19.2000	24.4000	25.7000	24.1000	18.2000	10.1000	0.4000	-6.2000	1	2	4	6	12	21	35	35	14	5	2	1	138	16	1	5	1	0	8	6	2	3	2	0	0	71	72	1	1	0	0	0	234.90100097656	322.00000000000	2	5	2.1786	18.1492	19.3247	29.1975	-0.7975	63.82230000000
73	101.9782	44.6038	2167	2258	-22.2000	-20.2000	-13.8000	-5.6000	2.0000	8.0000	9.9000	8.4000	2.2000	-5.6000	-14.4000	-20.2000	-9.3000	-6.1000	0.0000	8.6000	16.3000	21.5000	22.4000	21.0000	15.4000	7.6000	-1.7000	-7.6000	1	2	4	8	14	32	59	50	18	6	3	1	198	21	1	10	1	0	10	5	1	2	4	1	0	72	73	1	1	0	0	0	335.70098876953	174.00000000000	1	3	5.3453	199.7710	49.9949	185.7820	-0.4151	31.30290000000
74	102.5614	44.4826	2112	2177	-22.4000	-20.1000	-13.4000	-5.2000	2.5000	8.6000	10.6000	9.1000	2.6000	-5.4000	-14.2000	-20.3000	-9.3000	-6.0000	0.4000	9.1000	16.8000	22.0000	23.0000	21.5000	15.9000	8.0000	-1.4000	-7.6000	1	2	4	8	15	31	55	48	18	6	3	1	192	15	1	5	1	0	7	3	2	3	0	2	0	73	74	1	1	0	0	0	326.13000488281	272.00000000000	2	5	3.9492	205.6190	33.8123	206.3350	-0.8469	53.80580000000
75	102.5634	44.4781	2112	2126	-22.4000	-20.1000	-13.4000	-5.2000	2.5000	8.6000	10.6000	9.1000	2.6000	-5.4000	-14.2000	-20.3000	-9.3000	-6.0000	0.4000	9.1000	16.8000	22.0000	23.0000	21.5000	15.9000	8.0000	-1.4000	-7.6000	1	2	4	8	15	31	55	48	18	6	3	1	192	17	0	5	0	0	5	2	1	5	1	2	0	74	75	1	1	0	0	0	326.13000488281	174.00000000000	1	3	3.9492	205.6190	36.3268	216.8700	-0.0999	31.30290000000
76	103.1499	43.8313	2012	2073	-22.1000	-19.3000	-12.3000	-3.9000	3.9000	9.8000	11.9000	10.4000	3.9000	-4.4000	-13.4000	-19.8000	-8.8000	-5.2000	1.6000	10.4000	18.1000	23.4000	24.6000	23.0000	17.2000	9.2000	-0.4000	-7.0000	1	2	4	7	14	25	41	40	15	5	3	1	158	18	0	5	0	0	7	4	1	3	3	3	0	75	76	1	1	0	0	0	316.80499267578	418.00000000000	2	5	3.2799	164.9820	29.3260	186.4420	-0.8857	70.04450000000
77	103.0569	43.7420	2236	2255	-22.5000	-19.9000	-13.2000	-4.9000	2.8000	8.8000	10.8000	9.3000	2.9000	-5.3000	-14.1000	-20.3000	-9.4000	-6.0000	0.5000	9.2000	16.8000	22.0000	23.3000	21.8000	16.0000	8.1000	-1.3000	-7.6000	1	2	4	8	15	27	46	44	17	6	3	1	174	16	1	6	1	0	6	5	2	3	1	1	0	76	77	1	1	0	0	0	324.59899902344	418.00000000000	2	5	0.8051	253.8870	14.0538	232.3060	-0.1710	90.26860000000
78	101.9761	43.5966	2282	2245	-21.9000	-19.6000	-13.1000	-5.0000	2.4000	8.5000	10.4000	9.0000	2.7000	-5.3000	-14.0000	-19.8000	-8.7000	-5.4000	0.7000	9.2000	16.6000	22.0000	23.0000	21.7000	16.0000	8.1000	-1.0000	-7.0000	1	2	3	6	11	24	48	43	17	5	2	1	163	15	0	7	0	0	7	3	1	3	2	1	0	77	78	1	1	0	0	0	181.54200744629	389.00000000000	2	7	9.8990	197.0950	60.5544	203.5680	0.5936	61.54370000000
79	104.2613	43.4444	2137	2165	-22.7000	-19.5000	-12.5000	-4.2000	3.6000	9.3000	11.6000	10.1000	3.7000	-4.5000	-13.7000	-20.2000	-9.7000	-6.2000	0.9000	9.6000	17.3000	22.4000	23.8000	22.2000	16.4000	8.6000	-1.1000	-7.8000	1	2	4	7	14	27	45	41	16	5	3	1	166	17	0	6	0	0	6	5	2	3	3	0	0	78	79	1	1	0	0	0	405.93899536133	247.00000000000	2	5	3.6260	177.2870	26.6217	180.6860	-0.9990	42.37840000000
80	104.0523	43.5001	2313	2431	-23.2000	-20.2000	-13.4000	-5.1000	2.6000	8.4000	10.6000	9.1000	2.8000	-5.4000	-14.5000	-20.8000	-10.2000	-6.9000	0.0000	8.5000	16.2000	21.4000	22.7000	21.2000	15.4000	7.6000	-1.9000	-8.3000	1	2	4	8	16	29	48	45	18	6	3	1	181	15	0	4	0	0	7	6	2	4	2	0	0	79	80	1	1	0	0	0	471.00100708008	288.00000000000	2	5	5.3976	188.4900	20.8251	211.1190	-0.5910	58.81400000000
81	104.0465	43.4963	2429	2363	-23.5000	-20.6000	-13.9000	-5.7000	2.0000	7.8000	10.1000	8.6000	2.3000	-5.8000	-14.9000	-21.1000	-10.6000	-7.3000	-0.6000	7.8000	15.5000	20.6000	22.0000	20.5000	14.7000	6.9000	-2.4000	-8.7000	1	2	5	8	17	30	51	47	19	6	3	1	190	11	2	5	2	0	4	2	3	1	1	1	0	80	81	1	1	0	0	0	471.00100708008	159.00000000000	1	8	3.8509	168.0390	36.2045	175.0610	-0.7632	31.96350000000
82	103.1200	43.4200	1920	1929	-21.4000	-18.6000	-11.5000	-3.0000	4.7000	10.6000	12.8000	11.2000	4.7000	-3.6000	-12.6000	-19.1000	-8.1000	-4.5000	2.5000	11.4000	19.0000	24.3000	25.6000	24.0000	18.1000	10.0000	0.3000	-6.3000	1	2	4	6	12	21	36	36	14	5	2	1	140	13	1	6	1	0	7	3	0	2	2	0	0	81	82	1	1	0	0	0	292.32101440430	159.00000000000	1	3	1.1952	26.0124	14.5369	52.9975	0.3982	31.96350000000
83	100.9000	43.6661	2430	2646	-22.2000	-20.2000	-14.0000	-6.0000	1.1000	7.3000	9.1000	7.7000	1.7000	-6.2000	-14.7000	-20.2000	-8.7000	-5.5000	0.0000	8.3000	15.4000	20.8000	21.8000	20.7000	15.1000	7.2000	-1.5000	-7.1000	1	2	2	5	8	23	50	43	17	4	2	1	158	9	0	2	0	0	4	3	1	2	2	1	0	82	83	1	1	0	0	0	160.17199707031	364.00000000000	2	7	4.2724	291.9300	64.2748	339.9140	0.5827	69.43810000000
84	101.8386	44.6687	1830	2078	-21.4000	-19.3000	-12.5000	-4.1000	3.4000	9.4000	11.4000	9.9000	3.6000	-4.3000	-13.3000	-19.3000	-8.4000	-4.9000	1.5000	10.5000	18.2000	23.3000	24.2000	22.7000	17.2000	9.3000	-0.4000	-6.7000	1	2	3	6	12	27	52	43	16	5	2	1	170	14	0	3	0	0	5	4	1	3	1	1	0	83	84	1	1	0	0	0	528.05102539063	365.00000000000	2	5	5.7321	340.8070	33.9141	323.8970	-0.3079	73.49180000000
85	101.8414	44.6687	1830	2127	-21.4000	-19.3000	-12.5000	-4.1000	3.4000	9.4000	11.4000	9.9000	3.6000	-4.3000	-13.3000	-19.3000	-8.4000	-4.9000	1.5000	10.5000	18.2000	23.3000	24.2000	22.7000	17.2000	9.3000	-0.4000	-6.7000	1	2	3	6	12	27	52	43	16	5	2	1	170	18	1	4	1	0	4	6	3	3	3	1	0	84	85	1	1	0	0	0	528.05102539063	159.00000000000	2	5	5.7321	340.8070	33.9141	323.8970	-0.3079	31.96350000000
86	101.9648	44.5950	2167	2103	-22.2000	-20.2000	-13.8000	-5.6000	2.0000	8.0000	9.9000	8.4000	2.2000	-5.6000	-14.4000	-20.2000	-9.3000	-6.1000	0.0000	8.6000	16.3000	21.5000	22.4000	21.0000	15.4000	7.6000	-1.7000	-7.6000	1	2	4	8	14	32	59	50	18	6	3	1	198	17	0	5	0	0	7	6	1	4	2	1	0	85	86	1	1	0	0	0	335.70098876953	275.00000000000	2	5	4.6161	197.6270	37.0543	200.5960	-0.4493	57.63130000000
87	104.1018	43.4444	2515	2458	-23.7000	-20.8000	-14.3000	-6.1000	1.6000	7.4000	9.6000	8.2000	1.9000	-6.2000	-15.2000	-21.4000	-10.9000	-7.7000	-1.0000	7.3000	14.9000	20.1000	21.5000	20.0000	14.2000	6.5000	-2.8000	-9.0000	1	2	5	9	17	31	53	48	20	6	3	1	196	11	1	2	1	0	4	7	0	2	1	0	0	86	87	1	1	0	0	0	543.95501708984	288.00000000000	2	5	4.2699	26.6165	34.2830	35.6843	-0.9030	58.81400000000
88	101.8396	44.6658	2030	2079	-21.8000	-19.8000	-13.3000	-5.0000	2.5000	8.6000	10.5000	9.0000	2.8000	-5.1000	-14.0000	-19.8000	-8.9000	-5.5000	0.6000	9.4000	17.0000	22.2000	23.1000	21.7000	16.2000	8.3000	-1.1000	-7.2000	1	2	4	7	13	30	56	47	17	6	3	1	187	16	0	4	0	0	7	7	1	2	2	1	0	87	88	1	1	0	0	0	528.05102539063	223.00000000000	2	5	2.9927	241.7440	33.9141	323.8970	-0.3079	42.38640000000
89	102.4400	43.3500	1453	1465	-19.9000	-17.0000	-9.4000	-0.8000	6.9000	12.8000	14.9000	13.3000	6.7000	-1.7000	-10.8000	-17.6000	-6.2000	-2.2000	5.2000	14.3000	22.1000	27.2000	28.4000	26.8000	21.0000	12.6000	2.5000	-4.6000	1	1	2	4	7	14	26	25	10	4	1	1	96	16	0	5	0	0	6	5	2	4	0	2	0	88	89	1	1	0	0	0	165.57800292969	197.00000000000	2	5	1.1639	343.7060	6.8040	263.5010	-0.3828	38.86000000000
90	102.4400	43.3500	1453	1465	-19.9000	-17.0000	-9.4000	-0.8000	6.9000	12.8000	14.9000	13.3000	6.7000	-1.7000	-10.8000	-17.6000	-6.2000	-2.2000	5.2000	14.3000	22.1000	27.2000	28.4000	26.8000	21.0000	12.6000	2.5000	-4.6000	1	1	2	4	7	14	26	25	10	4	1	1	96	23	0	9	0	0	8	6	2	4	3	4	0	89	90	1	1	0	0	0	165.57800292969	227.00000000000	1	5	1.1639	343.7060	6.8040	263.5010	-0.3828	41.94280000000
91	102.4400	43.3500	1453	1465	-19.9000	-17.0000	-9.4000	-0.8000	6.9000	12.8000	14.9000	13.3000	6.7000	-1.7000	-10.8000	-17.6000	-6.2000	-2.2000	5.2000	14.3000	22.1000	27.2000	28.4000	26.8000	21.0000	12.6000	2.5000	-4.6000	1	1	2	4	7	14	26	25	10	4	1	1	96	18	0	4	0	0	6	8	3	2	2	3	0	90	91	1	1	0	0	0	165.57800292969	197.00000000000	2	7	1.1639	343.7060	6.8040	263.5010	-0.3828	38.86000000000
92	103.1510	43.8376	1974	2120	-22.0000	-19.2000	-12.2000	-3.8000	4.0000	10.0000	12.1000	10.6000	4.0000	-4.3000	-13.3000	-19.7000	-8.7000	-5.1000	1.7000	10.6000	18.3000	23.5000	24.7000	23.2000	17.4000	9.3000	-0.3000	-6.9000	1	2	4	7	14	24	40	40	15	5	3	1	156	17	0	5	0	0	8	8	0	2	3	2	0	91	92	1	1	0	0	0	316.80499267578	197.00000000000	2	5	3.0044	163.2220	31.5628	196.7530	0.9197	38.86000000000
93	103.1207	43.4772	1672	1622	-20.8000	-17.9000	-10.4000	-1.9000	5.9000	11.8000	13.9000	12.4000	5.8000	-2.7000	-11.8000	-18.5000	-7.3000	-3.5000	3.8000	12.8000	20.6000	25.7000	27.0000	25.4000	19.5000	11.3000	1.3000	-5.6000	1	1	3	6	10	19	30	31	12	4	2	1	120	6	0	2	0	0	4	4	0	2	0	0	0	92	93	1	1	0	0	0	292.32101440430	197.00000000000	2	7	2.1790	19.5779	20.4078	17.8503	-0.8411	38.86000000000
94	103.1300	43.4200	1836	1934	-21.2000	-18.3000	-11.1000	-2.6000	5.1000	11.0000	13.2000	11.6000	5.1000	-3.3000	-12.3000	-18.9000	-7.8000	-4.2000	2.9000	11.9000	19.6000	24.7000	26.1000	24.5000	18.6000	10.5000	0.6000	-6.1000	1	2	3	6	12	20	34	34	13	5	2	1	133	14	0	2	0	0	3	3	3	3	1	1	0	93	94	1	1	0	0	0	292.32101440430	227.00000000000	1	7	0.9968	43.6028	9.4110	354.8060	0.1928	41.94280000000
95	103.1200	43.4800	1672	1618	-20.8000	-17.9000	-10.4000	-1.9000	5.9000	11.8000	13.9000	12.4000	5.8000	-2.7000	-11.8000	-18.5000	-7.3000	-3.5000	3.8000	12.8000	20.6000	25.7000	27.0000	25.4000	19.5000	11.3000	1.3000	-5.6000	1	1	3	6	10	19	30	31	12	4	2	1	120	12	0	4	0	0	6	5	1	3	0	0	0	94	95	1	1	0	0	0	292.32101440430	197.00000000000	2	7	2.1790	19.5779	20.4078	17.8503	-0.8411	38.86000000000
96	104.0385	43.4153	2314	2415	-23.0000	-20.0000	-13.3000	-5.0000	2.7000	8.5000	10.8000	9.2000	2.9000	-5.2000	-14.3000	-20.6000	-10.1000	-6.7000	0.1000	8.6000	16.3000	21.5000	22.9000	21.3000	15.5000	7.7000	-1.8000	-8.2000	1	2	4	8	16	28	47	44	18	6	3	1	178	13	0	4	0	0	7	4	1	3	1	0	0	95	96	1	1	0	0	0	399.48001098633	415.00000000000	2	5	2.7664	175.1920	27.6694	182.7890	0.5452	75.05400000000
97	103.1300	43.4200	1836	1934	-21.2000	-18.3000	-11.1000	-2.6000	5.1000	11.0000	13.2000	11.6000	5.1000	-3.3000	-12.3000	-18.9000	-7.8000	-4.2000	2.9000	11.9000	19.6000	24.7000	26.1000	24.5000	18.6000	10.5000	0.6000	-6.1000	1	2	3	6	12	20	34	34	13	5	2	1	133	14	1	5	1	0	6	3	0	5	1	0	0	96	97	1	1	0	0	0	292.32101440430	307.00000000000	1	5	0.9968	43.6028	9.4110	354.8060	0.1928	56.97850000000
98	103.6904	43.6592	2281	2230	-23.0000	-20.1000	-13.4000	-5.1000	2.7000	8.6000	10.7000	9.2000	2.8000	-5.4000	-14.4000	-20.7000	-9.9000	-6.6000	0.2000	8.7000	16.4000	21.7000	22.9000	21.4000	15.6000	7.8000	-1.6000	-8.1000	1	2	5	8	16	28	47	45	18	6	3	1	180	11	0	3	0	0	4	4	1	3	1	0	0	97	98	1	1	0	0	0	387.35800170898	322.00000000000	2	5	5.5979	48.8471	42.7621	33.4838	0.8790	63.24340000000
99	103.7998	43.6509	2453	2372	-23.6000	-20.8000	-14.2000	-6.0000	1.8000	7.6000	9.8000	8.3000	2.0000	-6.1000	-15.1000	-21.3000	-10.6000	-7.4000	-0.8000	7.6000	15.3000	20.5000	21.9000	20.3000	14.6000	6.8000	-2.5000	-8.8000	1	2	5	9	17	31	52	48	19	6	3	2	195	14	0	4	0	0	5	8	1	3	1	0	0	98	99	1	1	0	0	0	378.34698486328	159.00000000000	2	5	5.9990	6.5570	51.0082	1.1833	0.9259	31.96350000000
100	103.7998	43.6806	2129	2180	-22.8000	-19.7000	-12.8000	-4.4000	3.4000	9.3000	11.5000	10.0000	3.5000	-4.8000	-13.9000	-20.3000	-9.6000	-6.1000	0.9000	9.6000	17.4000	22.5000	23.8000	22.2000	16.4000	8.5000	-1.0000	-7.7000	1	2	4	8	15	27	44	42	16	5	3	1	168	13	0	5	0	0	4	8	2	4	1	0	0	99	100	1	1	0	0	0	378.34698486328	197.00000000000	2	5	3.6125	8.7462	33.4790	5.0767	-0.9344	38.86000000000
101	103.7989	43.6719	2129	2243	-22.8000	-19.7000	-12.8000	-4.4000	3.4000	9.3000	11.5000	10.0000	3.5000	-4.8000	-13.9000	-20.3000	-9.6000	-6.1000	0.9000	9.6000	17.4000	22.5000	23.8000	22.2000	16.4000	8.5000	-1.0000	-7.7000	1	2	4	8	15	27	44	42	16	5	3	1	168	12	0	4	0	0	5	6	1	3	1	0	0	100	101	1	1	0	0	0	378.34698486328	197.00000000000	2	5	4.7296	2.5979	33.2637	1.4419	0.9917	38.86000000000
102	103.8069	43.6932	2129	2133	-22.8000	-19.7000	-12.8000	-4.4000	3.4000	9.3000	11.5000	10.0000	3.5000	-4.8000	-13.9000	-20.3000	-9.6000	-6.1000	0.9000	9.6000	17.4000	22.5000	23.8000	22.2000	16.4000	8.5000	-1.0000	-7.7000	1	2	4	8	15	27	44	42	16	5	3	1	168	16	2	7	2	0	8	5	1	3	1	0	0	101	102	1	1	0	0	0	378.34698486328	227.00000000000	2	5	3.1119	6.6544	27.3159	13.2691	0.6463	54.97020000000
